File Name,Focal Length,Lighting Temperature,Aperture,Focus Distance,Shot Type,ISO,INT/EXT,Camera Model,Composition Techniques,Filter Used,Lens
parasite-2019-262-17059.jpg,35,4300,4.0,0.5,Extreme close-up,800,INT,Canon EOS C70,Leading lines,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
parasite-2019-262-17060.jpg,105,5600,2.0,1.0,Point-of-view,100,INT,Fujifilm X-T3,Frame within a frame,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17082.jpg,105,5600,4.0,3.0,Over-the-shoulder,800,EXT,ARRI Alexa,Symmetry,Polarizer,Sigma 35mm f/1.4 DG HSM Art
parasite-2019-262-17083.jpg,105,4300,2.0,1.0,Over-the-shoulder,100,EXT,Nikon Z6,Leading lines,Gradient Filter,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17087.jpg,35,5600,5.6,1.0,Extreme close-up,400,EXT,Panasonic Lumix GH5,Symmetry,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17088.jpg,85,5600,5.6,3.0,Wide shot,100,INT,RED Komodo,Rule of thirds,UV Filter,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17091.jpg,35,4300,2.8,2.0,Over-the-shoulder,800,EXT,Canon C300,Symmetry,None,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17093.jpg,24,6500,5.6,1.0,Point-of-view,400,INT,Blackmagic URSA Mini,Symmetry,ND Filter,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17097.jpg,50,6500,5.6,3.0,Close-up,400,INT,Sony Venice,Symmetry,Gradient Filter,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17099.jpg,24,4300,1.4,1.5,Extreme close-up,100,INT,Panavision Millennium DXL2,Symmetry,None,Sigma 35mm f/1.4 DG HSM Art
parasite-2019-262-17101.jpg,24,3200,2.0,2.0,Close-up,800,EXT,Canon EOS C70,Golden ratio,None,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17106.jpg,24,4300,2.8,3.0,Close-up,200,EXT,Sony A7S III,Golden ratio,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17108.jpg,85,3200,1.4,1.5,Extreme close-up,200,EXT,Canon EOS R,Rule of thirds,None,Zeiss Otus 85mm f/1.4
parasite-2019-262-17114.jpg,35,5600,1.4,1.0,Wide shot,400,EXT,Blackmagic URSA Mini,Symmetry,Polarizer,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17115.jpg,50,5600,1.4,2.0,Close-up,100,INT,RED Epic,Symmetry,None,Zeiss Otus 85mm f/1.4
parasite-2019-262-17116.jpg,85,3200,2.0,1.5,Extreme close-up,400,EXT,RED Epic,Frame within a frame,None,Zeiss Otus 85mm f/1.4
parasite-2019-262-17118.jpg,85,4300,2.0,1.0,Extreme close-up,400,EXT,Canon EOS C70,Symmetry,Gradient Filter,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17122.jpg,85,3200,2.8,1.0,Close-up,100,INT,Canon C300,Leading lines,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17125.jpg,24,3200,4.0,1.0,Wide shot,400,INT,Blackmagic URSA Mini,Frame within a frame,None,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17131.jpg,35,5600,2.0,1.0,Wide shot,800,EXT,Sony Venice,Frame within a frame,UV Filter,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17134.jpg,24,4300,5.6,3.0,Medium shot,1600,INT,Blackmagic URSA Mini,Symmetry,UV Filter,Zeiss Otus 85mm f/1.4
parasite-2019-262-17135.jpg,50,3200,2.0,1.5,Medium shot,400,INT,Sony FX6,Rule of thirds,Polarizer,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17136.jpg,35,4300,2.0,0.5,Medium shot,200,EXT,RED Epic,Symmetry,ND Filter,Leica Summilux-C 29mm T1.4
parasite-2019-262-17138.jpg,35,6500,1.4,1.5,Wide shot,1600,INT,Panavision Millennium DXL2,Rule of thirds,Gradient Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17144.jpg,105,5600,5.6,1.5,Point-of-view,200,EXT,Panasonic Lumix GH5,Rule of thirds,None,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17148.jpg,50,3200,2.0,2.0,Over-the-shoulder,400,EXT,ARRI Alexa,Symmetry,ND Filter,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17149.jpg,105,6500,5.6,3.0,Wide shot,800,INT,Panasonic Lumix GH5,Symmetry,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17150.jpg,24,5600,5.6,3.0,Point-of-view,100,EXT,RED Komodo,Symmetry,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17160.jpg,50,6500,2.0,2.0,Point-of-view,100,INT,ARRI Alexa,Leading lines,UV Filter,Zeiss Otus 85mm f/1.4
parasite-2019-262-17163.jpg,35,4300,2.0,2.0,Extreme close-up,100,EXT,ARRI Amira,Leading lines,UV Filter,Sigma 35mm f/1.4 DG HSM Art
parasite-2019-262-17168.jpg,35,3200,2.0,3.0,Over-the-shoulder,100,INT,Canon EOS R,Frame within a frame,ND Filter,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17169.jpg,85,5600,4.0,2.0,Extreme close-up,400,INT,ARRI Alexa,Rule of thirds,ND Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17178.jpg,50,5600,1.4,1.5,Over-the-shoulder,400,EXT,Fujifilm X-T3,Golden ratio,None,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17180.jpg,85,3200,5.6,3.0,Wide shot,200,INT,Panavision Millennium DXL2,Frame within a frame,None,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17192.jpg,85,5600,4.0,0.5,Wide shot,200,EXT,Canon EOS C70,Frame within a frame,Gradient Filter,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17198.jpg,105,3200,2.0,1.5,Close-up,400,INT,RED Komodo,Frame within a frame,Polarizer,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17204.jpg,24,5600,1.4,3.0,Point-of-view,200,INT,ARRI Alexa,Rule of thirds,Gradient Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
parasite-2019-262-17205.jpg,85,3200,5.6,1.5,Over-the-shoulder,200,EXT,Sony A7S III,Frame within a frame,None,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17212.jpg,35,4300,1.4,3.0,Close-up,200,INT,Sony FX6,Frame within a frame,Gradient Filter,Leica Summilux-C 29mm T1.4
parasite-2019-262-17216.jpg,105,6500,4.0,1.0,Close-up,1600,EXT,ARRI Alexa,Rule of thirds,ND Filter,Sigma 35mm f/1.4 DG HSM Art
parasite-2019-262-17217.jpg,24,4300,1.4,2.0,Extreme close-up,1600,EXT,Panavision Millennium DXL2,Rule of thirds,Polarizer,Leica Summilux-C 29mm T1.4
parasite-2019-262-17219.jpg,35,6500,1.4,2.0,Point-of-view,1600,EXT,Nikon Z6,Golden ratio,None,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17221.jpg,50,5600,2.0,1.5,Close-up,400,INT,Blackmagic URSA Mini,Rule of thirds,Polarizer,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17233.jpg,24,5600,5.6,3.0,Close-up,200,EXT,Fujifilm X-T3,Leading lines,None,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17235.jpg,35,4300,1.4,3.0,Over-the-shoulder,800,INT,Panasonic Lumix GH5,Golden ratio,Polarizer,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17236.jpg,35,5600,2.0,0.5,Medium shot,200,INT,Sony FX6,Leading lines,UV Filter,Leica Summilux-C 29mm T1.4
parasite-2019-262-17242.jpg,50,4300,2.0,1.0,Wide shot,200,EXT,RED Komodo,Symmetry,UV Filter,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17248.jpg,24,4300,2.8,3.0,Wide shot,400,EXT,Panavision Millennium DXL2,Rule of thirds,ND Filter,Zeiss Otus 85mm f/1.4
parasite-2019-262-17252.jpg,50,4300,2.8,3.0,Extreme close-up,800,EXT,Canon C300,Symmetry,Polarizer,Canon EF 24-70mm f/2.8L II USM
parasite-2019-262-17255.jpg,85,4300,4.0,0.5,Close-up,400,INT,Canon EOS C70,Rule of thirds,None,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17257.jpg,24,4300,2.8,0.5,Over-the-shoulder,800,EXT,ARRI Amira,Frame within a frame,Polarizer,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17264.jpg,50,4300,5.6,1.5,Wide shot,100,INT,Canon C300,Golden ratio,UV Filter,Sigma 35mm f/1.4 DG HSM Art
parasite-2019-262-17266.jpg,105,3200,5.6,0.5,Point-of-view,400,EXT,Panasonic Lumix GH5,Symmetry,Polarizer,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17269.jpg,24,5600,4.0,3.0,Over-the-shoulder,800,EXT,RED Epic,Golden ratio,Polarizer,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17274.jpg,35,6500,5.6,3.0,Wide shot,1600,INT,Canon EOS C70,Golden ratio,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17275.jpg,105,4300,4.0,1.5,Wide shot,200,INT,Fujifilm X-T3,Rule of thirds,Polarizer,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17279.jpg,85,6500,2.0,0.5,Over-the-shoulder,100,EXT,Panavision Millennium DXL2,Leading lines,UV Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17286.jpg,24,6500,5.6,2.0,Point-of-view,1600,INT,Nikon Z6,Leading lines,ND Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17288.jpg,105,3200,2.0,3.0,Medium shot,400,EXT,Sony A7S III,Leading lines,Polarizer,Zeiss Otus 85mm f/1.4
parasite-2019-262-17293.jpg,105,4300,2.8,1.0,Over-the-shoulder,1600,INT,Panasonic Lumix GH5,Frame within a frame,ND Filter,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17301.jpg,105,4300,2.8,0.5,Medium shot,800,INT,RED Epic,Symmetry,Gradient Filter,Leica Summilux-C 29mm T1.4
parasite-2019-262-17304.jpg,105,3200,2.8,0.5,Close-up,200,EXT,RED Epic,Symmetry,Gradient Filter,Leica Summilux-C 29mm T1.4
parasite-2019-262-17309.jpg,85,3200,2.0,1.0,Close-up,400,INT,Sony Venice,Symmetry,UV Filter,Sigma 35mm f/1.4 DG HSM Art
parasite-2019-262-17312.jpg,50,4300,2.8,1.0,Over-the-shoulder,1600,EXT,Canon EOS C70,Frame within a frame,None,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17313.jpg,105,4300,5.6,1.0,Over-the-shoulder,400,EXT,RED Komodo,Frame within a frame,Gradient Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17315.jpg,50,6500,1.4,3.0,Medium shot,100,INT,Sony Venice,Leading lines,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17316.jpg,50,5600,5.6,3.0,Over-the-shoulder,1600,EXT,Blackmagic URSA Mini,Frame within a frame,ND Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17322.jpg,105,3200,1.4,0.5,Medium shot,100,INT,Nikon Z6,Golden ratio,Gradient Filter,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17323.jpg,35,5600,4.0,0.5,Wide shot,800,INT,Canon EOS R,Frame within a frame,Polarizer,Leica Summilux-C 29mm T1.4
parasite-2019-262-17325.jpg,85,6500,4.0,2.0,Point-of-view,200,EXT,Canon EOS R,Golden ratio,None,Leica Summilux-C 29mm T1.4
parasite-2019-262-17330.jpg,85,4300,4.0,1.0,Over-the-shoulder,1600,INT,Panasonic Lumix GH5,Golden ratio,None,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17334.jpg,24,6500,2.0,0.5,Point-of-view,400,EXT,Blackmagic URSA Mini,Frame within a frame,Polarizer,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17337.jpg,50,3200,5.6,0.5,Wide shot,400,INT,Fujifilm X-T3,Leading lines,None,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17343.jpg,50,6500,2.0,2.0,Medium shot,800,EXT,Panasonic Lumix GH5,Frame within a frame,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
parasite-2019-262-17352.jpg,85,4300,4.0,1.5,Close-up,800,EXT,Panavision Millennium DXL2,Frame within a frame,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
parasite-2019-262-17357.jpg,105,4300,2.8,2.0,Extreme close-up,200,INT,Panavision Millennium DXL2,Golden ratio,UV Filter,Zeiss Otus 85mm f/1.4
parasite-2019-262-17359.jpg,50,5600,1.4,1.5,Extreme close-up,400,INT,Sony A7S III,Leading lines,ND Filter,Zeiss Otus 85mm f/1.4
parasite-2019-262-17361.jpg,50,3200,1.4,0.5,Wide shot,100,EXT,Panavision Millennium DXL2,Golden ratio,Polarizer,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17365.jpg,50,3200,1.4,2.0,Point-of-view,800,EXT,Nikon Z6,Frame within a frame,Gradient Filter,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17370.jpg,105,3200,1.4,1.0,Medium shot,100,EXT,Nikon Z6,Rule of thirds,UV Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17372.jpg,105,6500,1.4,0.5,Over-the-shoulder,400,EXT,Canon EOS R,Frame within a frame,None,Sony FE 24-70mm f/2.8 GM
parasite-2019-262-17375.jpg,85,4300,1.4,0.5,Point-of-view,1600,INT,Panavision Millennium DXL2,Golden ratio,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17376.jpg,35,3200,1.4,1.0,Wide shot,100,EXT,Canon EOS R,Rule of thirds,ND Filter,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17377.jpg,24,3200,1.4,1.5,Wide shot,100,INT,Sony A7S III,Symmetry,ND Filter,Leica Summilux-C 29mm T1.4
parasite-2019-262-17383.jpg,50,3200,5.6,1.5,Medium shot,400,INT,Sony A7S III,Golden ratio,ND Filter,Zeiss Otus 85mm f/1.4
parasite-2019-262-17393.jpg,85,6500,4.0,0.5,Close-up,100,INT,ARRI Alexa,Golden ratio,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
parasite-2019-262-17394.jpg,35,4300,2.0,0.5,Medium shot,400,INT,Fujifilm X-T3,Leading lines,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
parasite-2019-262-17395.jpg,24,4300,2.0,0.5,Wide shot,400,INT,RED Komodo,Symmetry,UV Filter,Leica Summilux-C 29mm T1.4
parasite-2019-262-17398.jpg,35,6500,2.8,1.5,Point-of-view,200,INT,RED Epic,Symmetry,Gradient Filter,Fujifilm XF 56mm f/1.2 R
parasite-2019-262-17400.jpg,105,6500,4.0,2.0,Close-up,400,INT,RED Epic,Golden ratio,None,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
parasite-2019-262-17402.jpg,105,5600,4.0,1.0,Medium shot,800,EXT,Canon C300,Golden ratio,Polarizer,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
parasite-2019-262-17403.jpg,35,6500,1.4,3.0,Point-of-view,200,EXT,Panavision Millennium DXL2,Golden ratio,Polarizer,Zeiss Otus 85mm f/1.4
parasite-2019-262-17405.jpg,35,6500,5.6,2.0,Close-up,200,EXT,Sony Venice,Leading lines,Gradient Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
parasite-2019-262-17409.jpg,50,4300,1.4,0.5,Over-the-shoulder,100,INT,Panasonic Lumix GH5,Frame within a frame,Gradient Filter,Zeiss Otus 85mm f/1.4
parasite-2019-262-17417.jpg,85,3200,2.8,0.5,Close-up,800,EXT,ARRI Amira,Leading lines,ND Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
phantom-thread-2017-218-8587.jpg,105,6500,2.8,1.5,Over-the-shoulder,100,EXT,Nikon Z6,Golden ratio,None,Zeiss Otus 85mm f/1.4
phantom-thread-2017-218-8589.jpg,24,5600,5.6,1.0,Close-up,200,INT,Blackmagic URSA Mini,Frame within a frame,None,Sony FE 24-70mm f/2.8 GM
phantom-thread-2017-218-8594.jpg,35,6500,5.6,0.5,Over-the-shoulder,1600,EXT,Fujifilm X-T3,Symmetry,None,Tamron SP 70-200mm f/2.8 Di VC USD G2
phantom-thread-2017-218-8595.jpg,85,3200,4.0,3.0,Over-the-shoulder,400,EXT,Sony A7S III,Frame within a frame,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
phantom-thread-2017-218-8597.jpg,85,6500,1.4,1.0,Medium shot,800,INT,Blackmagic URSA Mini,Leading lines,None,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8602.jpg,50,3200,1.4,0.5,Point-of-view,100,EXT,Canon EOS C70,Golden ratio,ND Filter,Sony FE 24-70mm f/2.8 GM
phantom-thread-2017-218-8603.jpg,35,6500,2.8,3.0,Medium shot,800,INT,Canon C300,Symmetry,Gradient Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
phantom-thread-2017-218-8606.jpg,105,6500,2.8,0.5,Over-the-shoulder,200,EXT,Canon C300,Frame within a frame,ND Filter,Sigma 35mm f/1.4 DG HSM Art
phantom-thread-2017-218-8611.jpg,50,6500,2.8,1.5,Over-the-shoulder,200,EXT,Canon C300,Frame within a frame,None,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8612.jpg,35,6500,2.0,3.0,Medium shot,100,INT,Canon EOS R,Rule of thirds,Gradient Filter,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8613.jpg,85,5600,1.4,1.0,Extreme close-up,800,INT,RED Epic,Rule of thirds,None,Sigma 35mm f/1.4 DG HSM Art
phantom-thread-2017-218-8615.jpg,35,6500,2.8,3.0,Over-the-shoulder,400,INT,ARRI Amira,Rule of thirds,ND Filter,Nikon AF-S Nikkor 50mm f/1.4G
phantom-thread-2017-218-8619.jpg,50,3200,5.6,2.0,Wide shot,100,INT,Canon EOS C70,Golden ratio,Gradient Filter,Canon EF 24-70mm f/2.8L II USM
phantom-thread-2017-218-8622.jpg,50,3200,5.6,0.5,Extreme close-up,800,INT,Canon C300,Rule of thirds,ND Filter,Sigma 35mm f/1.4 DG HSM Art
phantom-thread-2017-218-8625.jpg,50,4300,2.8,2.0,Extreme close-up,400,EXT,ARRI Amira,Symmetry,None,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8627.jpg,50,4300,5.6,2.0,Close-up,1600,INT,Canon EOS R,Golden ratio,UV Filter,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8635.jpg,24,6500,4.0,2.0,Extreme close-up,200,EXT,ARRI Amira,Symmetry,Gradient Filter,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8637.jpg,24,3200,5.6,1.0,Close-up,800,INT,RED Epic,Rule of thirds,Polarizer,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8638.jpg,85,3200,4.0,3.0,Close-up,400,INT,ARRI Alexa,Leading lines,None,Nikon AF-S Nikkor 50mm f/1.4G
phantom-thread-2017-218-8641.jpg,85,6500,4.0,3.0,Extreme close-up,400,EXT,ARRI Alexa,Golden ratio,UV Filter,Zeiss Otus 85mm f/1.4
phantom-thread-2017-218-8643.jpg,24,4300,2.0,1.0,Point-of-view,400,INT,ARRI Alexa,Frame within a frame,Polarizer,Nikon AF-S Nikkor 50mm f/1.4G
phantom-thread-2017-218-8645.jpg,85,6500,4.0,2.0,Extreme close-up,100,EXT,RED Epic,Leading lines,UV Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
phantom-thread-2017-218-8648.jpg,35,5600,2.8,3.0,Close-up,800,EXT,Canon EOS C70,Leading lines,Polarizer,Canon EF 24-70mm f/2.8L II USM
phantom-thread-2017-218-8651.jpg,105,3200,4.0,0.5,Extreme close-up,100,INT,Sony Venice,Rule of thirds,Polarizer,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8656.jpg,50,3200,5.6,1.5,Wide shot,1600,EXT,Canon C300,Frame within a frame,Polarizer,Canon EF 24-70mm f/2.8L II USM
phantom-thread-2017-218-8659.jpg,85,6500,5.6,0.5,Point-of-view,400,EXT,ARRI Alexa,Symmetry,Polarizer,Sony FE 24-70mm f/2.8 GM
phantom-thread-2017-218-8666.jpg,24,5600,5.6,1.0,Point-of-view,200,EXT,ARRI Alexa,Leading lines,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
phantom-thread-2017-218-8669.jpg,85,4300,1.4,1.0,Close-up,400,INT,Canon EOS C70,Symmetry,UV Filter,Nikon AF-S Nikkor 50mm f/1.4G
phantom-thread-2017-218-8672.jpg,105,3200,5.6,1.0,Extreme close-up,1600,EXT,ARRI Alexa,Golden ratio,None,Tokina AT-X 16-28mm f/2.8 Pro FX
phantom-thread-2017-218-8684.jpg,85,3200,2.8,3.0,Close-up,400,EXT,Fujifilm X-T3,Symmetry,Gradient Filter,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8688.jpg,85,5600,2.0,0.5,Medium shot,800,EXT,Canon EOS C70,Symmetry,Gradient Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
phantom-thread-2017-218-8690.jpg,105,4300,2.8,2.0,Medium shot,200,EXT,RED Komodo,Golden ratio,ND Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
phantom-thread-2017-218-8692.jpg,35,3200,2.8,1.0,Close-up,1600,EXT,Sony Venice,Leading lines,ND Filter,Sigma 35mm f/1.4 DG HSM Art
phantom-thread-2017-218-8697.jpg,50,6500,4.0,0.5,Medium shot,400,INT,RED Komodo,Frame within a frame,UV Filter,Zeiss Otus 85mm f/1.4
phantom-thread-2017-218-8698.jpg,85,5600,4.0,1.0,Extreme close-up,800,INT,Panasonic Lumix GH5,Rule of thirds,None,Sigma 35mm f/1.4 DG HSM Art
phantom-thread-2017-218-8701.jpg,24,6500,1.4,3.0,Wide shot,1600,EXT,Blackmagic URSA Mini,Frame within a frame,UV Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
phantom-thread-2017-218-8703.jpg,24,5600,4.0,1.0,Wide shot,800,INT,Fujifilm X-T3,Golden ratio,Gradient Filter,Zeiss Otus 85mm f/1.4
phantom-thread-2017-218-8704.jpg,105,6500,2.8,2.0,Point-of-view,1600,INT,RED Epic,Rule of thirds,UV Filter,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8707.jpg,105,6500,1.4,3.0,Medium shot,100,EXT,Sony Venice,Frame within a frame,UV Filter,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
phantom-thread-2017-218-8708.jpg,50,6500,2.0,3.0,Close-up,200,INT,Panavision Millennium DXL2,Rule of thirds,ND Filter,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8710.jpg,85,6500,2.0,0.5,Wide shot,100,INT,Canon EOS C70,Leading lines,ND Filter,Tamron SP 70-200mm f/2.8 Di VC USD G2
phantom-thread-2017-218-8713.jpg,50,3200,2.0,2.0,Over-the-shoulder,800,INT,Panasonic Lumix GH5,Leading lines,Polarizer,Sigma 35mm f/1.4 DG HSM Art
phantom-thread-2017-218-8714.jpg,105,6500,4.0,3.0,Point-of-view,100,INT,Canon C300,Frame within a frame,ND Filter,Canon EF 24-70mm f/2.8L II USM
phantom-thread-2017-218-8719.jpg,35,5600,2.0,1.0,Wide shot,1600,EXT,Sony A7S III,Rule of thirds,None,Nikon AF-S Nikkor 50mm f/1.4G
phantom-thread-2017-218-8721.jpg,85,3200,2.0,1.5,Medium shot,1600,INT,ARRI Alexa,Rule of thirds,Gradient Filter,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8722.jpg,24,6500,5.6,1.5,Close-up,1600,EXT,Nikon Z6,Leading lines,Polarizer,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8729.jpg,85,5600,5.6,0.5,Extreme close-up,200,INT,Nikon Z6,Leading lines,Gradient Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
phantom-thread-2017-218-8730.jpg,50,5600,2.8,0.5,Wide shot,100,EXT,ARRI Alexa,Leading lines,Polarizer,Leica Summilux-C 29mm T1.4
phantom-thread-2017-218-8731.jpg,105,4300,4.0,1.0,Close-up,400,EXT,RED Komodo,Golden ratio,Gradient Filter,Zeiss Otus 85mm f/1.4
phantom-thread-2017-218-8732.jpg,105,6500,5.6,1.5,Over-the-shoulder,400,EXT,RED Komodo,Leading lines,Gradient Filter,Nikon AF-S Nikkor 50mm f/1.4G
phantom-thread-2017-218-8733.jpg,24,3200,2.0,3.0,Close-up,400,EXT,Sony FX6,Frame within a frame,UV Filter,Nikon AF-S Nikkor 50mm f/1.4G
phantom-thread-2017-218-8747.jpg,35,3200,1.4,3.0,Close-up,400,INT,Sony FX6,Symmetry,UV Filter,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8749.jpg,35,4300,2.0,1.0,Close-up,200,EXT,Sony A7S III,Symmetry,Polarizer,Sony FE 24-70mm f/2.8 GM
phantom-thread-2017-218-8751.jpg,24,4300,5.6,1.0,Point-of-view,1600,INT,Sony Venice,Golden ratio,UV Filter,Fujifilm XF 56mm f/1.2 R
phantom-thread-2017-218-8755.jpg,85,6500,2.8,2.0,Close-up,200,EXT,Sony A7S III,Golden ratio,ND Filter,Tokina AT-X 16-28mm f/2.8 Pro FX
prisoners-2013-222-10263.jpg,24,3200,2.8,0.5,Wide shot,400,INT,Panasonic Lumix GH5,Golden ratio,ND Filter,Nikon AF-S Nikkor 50mm f/1.4G
prisoners-2013-222-10265.jpg,85,3200,2.0,1.0,Medium shot,1600,EXT,ARRI Amira,Symmetry,Polarizer,Fujifilm XF 56mm f/1.2 R
prisoners-2013-222-10268.jpg,105,6500,1.4,3.0,Wide shot,100,INT,Canon EOS R,Rule of thirds,Gradient Filter,Sony FE 24-70mm f/2.8 GM
prisoners-2013-222-10269.jpg,50,5600,2.8,1.5,Extreme close-up,200,INT,ARRI Amira,Symmetry,None,Fujifilm XF 56mm f/1.2 R
prisoners-2013-222-10272.jpg,50,4300,1.4,2.0,Point-of-view,200,EXT,ARRI Alexa,Leading lines,None,Leica Summilux-C 29mm T1.4
prisoners-2013-222-10273.jpg,50,3200,1.4,1.5,Over-the-shoulder,1600,INT,Canon EOS R,Frame within a frame,Polarizer,Panasonic Lumix G X Vario 12-35mm f/2.8 II ASPH
prisoners-2013-222-10279.jpg,50,4300,4.0,1.0,Wide shot,400,INT,Canon EOS C70,Rule of thirds,UV Filter,Zeiss Otus 85mm f/1.4
prisoners-2013-222-10284.jpg,24,6500,2.0,1.0,Close-up,800,EXT,Canon EOS R,Symmetry,Gradient Filter,Sony FE 24-70mm f/2.8 GM
prisoners-2013-222-10285.jpg,35,3200,2.0,3.0,Over-the-shoulder,100,EXT,Panasonic Lumix GH5,Rule of thirds,None,Nikon AF-S Nikkor 50mm f/1.4G
prisoners-2013-222-10286.jpg,105,4300,2.8,3.0,Point-of-view,1600,EXT,Canon C300,Frame within a frame,None,Sony FE 24-70mm f/2.8 GM
prisoners-2013-222-10287.jpg,85,6500,5.6,1.5,Wide shot,800,INT,Sony Venice,Golden ratio,None,Fujifilm XF 56mm f/1.2 R
